时间,基准收益,策略收益,当日盈利,当日亏损,当日买入,当日卖出,超额收益(%)
2024-11-15 16:00:00,0.32,-49.83,0,-3689.8,50724.5,-99439,-49.99
2024-11-18 16:00:00,-1.55,-49.83,1.5,0,0,0,-49.04
2024-11-19 16:00:00,0.31,-49.84,0,-24.88,99510,-50725.5,-50
2024-11-20 16:00:00,1.79,-48.93,1819,0,0,0,-49.83
2024-11-21 16:00:00,2.13,-50.8,0,-3745,0,0,-51.83
2024-11-22 16:00:00,-1.16,-54.23,0,-6848,0,0,-53.69
2024-11-25 16:00:00,-0.95,-53,2461,0,0,0,-52.55
2024-11-26 16:00:00,-1.69,-55.31,0,-4629.88,84846,-88703,-54.54
2024-11-27 16:00:00,0.16,-58.35,0,-6075,0,0,-58.42
2024-11-28 16:00:00,-0.46,-60.61,0,-4514.09,20298.6,-29489,-60.43
2024-11-29 16:00:00,0.91,-60.72,0,-230.69,20299,-29095,-61.07
2024-12-02 16:00:00,2.81,-60.78,0,-110.4,0,-10150.6,-61.85
2024-12-03 16:00:00,2.63,-60.96,0,-358.76,10151.5,-15065,-61.96
2024-12-04 16:00:00,1.39,-60.95,4.8,0,0,0,-61.49
2024-12-05 16:00:00,2.1,-60.95,0,-0.8,0,0,-61.75
2024-12-06 16:00:00,3.35,-60.95,0.4,0,0,0,-62.22
2024-12-09 16:00:00,3.06,-60.95,2.8,0,0,0,-62.11
2024-12-10 16:00:00,3.91,-60.95,0,-1.2,0,0,-62.42
2024-12-11 16:00:00,4.69,-60.95,2,0,0,0,-62.7
2024-12-12 16:00:00,5.76,-60.95,4,0,0,0,-63.08
2024-12-13 16:00:00,3.82,-60.95,6.4,0,0,0,-62.39
2024-12-16 16:00:00,2.63,-60.95,1.6,0,0,0,-61.95
2024-12-17 16:00:00,1.03,-60.96,0,-19.64,76963,-40624.8,-61.36
2024-12-18 16:00:00,1.59,-61.74,0,-1561,0,0,-62.34
2024-12-19 16:00:00,2.08,-64.12,0,-4762,0,0,-64.85
2024-12-20 16:00:00,2.46,-65.09,0,-1938.47,20315.2,-45974,-65.93
2024-12-23 16:00:00,0.15,-65.49,0,-797.22,20315.8,-32172.9,-65.54
2024-12-24 16:00:00,1.33,-65.49,0,-17.46,68634,-30473.1,-65.94
2024-12-25 16:00:00,0.07,-68.84,0,-6696,0,0,-68.86
2024-12-26 16:00:00,1.06,-69.81,0,-1935.2,50793.5,-100712.8,-70.13
2024-12-27 16:00:00,1.36,-69.81,1.6,0,30480.6,0,-70.22
2024-12-30 16:00:00,1.05,-69.81,2,0,0,-20320.2,-70.12
2024-12-31 16:00:00,-1.44,-69.82,0,-13.93,59781,-20013.2,-69.38
2025-01-02 16:00:00,-3.93,-71.05,0,-2462.74,0,-57390,-69.87
2025-01-03 16:00:00,-6.28,-71.05,0,0,0,0,-69.11
2025-01-06 16:00:00,-6.43,-71.05,0,0,0,0,-69.06
2025-01-07 16:00:00,-4.79,-71.05,2,0,50042.5,0,-69.59
2025-01-08 16:00:00,-5.09,-71.04,16.5,0,0,0,-69.49
2025-01-09 16:00:00,-4.85,-71.04,0,-6,0,0,-69.56
2025-01-10 16:00:00,-6.73,-71.04,4.5,0,0,0,-68.95
2025-01-13 16:00:00,-6.93,-71.04,0,-8,0,0,-68.88
2025-01-14 16:00:00,-3.28,-71.04,0,-2,0,-40040,-70.06
2025-01-15 16:00:00,-3.77,-71.04,1.9,0,0,0,-69.91
2025-01-16 16:00:00,-3.34,-71.04,0,-0.9,0,0,-70.04
2025-01-17 16:00:00,-2.93,-71.04,0.8,0,0,0,-70.17
2025-01-20 16:00:00,-2.07,-71.04,0,-0.6,0,0,-70.43
2025-01-21 16:00:00,-1.81,-71.04,0.7,0,30036.6,0,-70.51
2025-01-22 16:00:00,-2.66,-71.04,3.6,0,0,0,-70.25
2025-01-23 16:00:00,-3.2,-71.04,0,-2.4,0,0,-70.08
2025-01-24 16:00:00,-2.08,-71.04,0.8,0,0,0,-70.42
2025-01-27 16:00:00,-3.06,-71.03,24.4,0,0,-20036.4,-70.12
2025-02-05 16:00:00,-2.61,-71.03,3.3,0,10018.7,0,-70.25
2025-02-06 16:00:00,-0.15,-71.03,0,-2.7,0,0,-70.99
2025-02-07 16:00:00,1.29,-71.03,1.2,0,0,0,-71.4
2025-02-10 16:00:00,2.28,-71.03,0.3,0,0,0,-71.68
2025-02-11 16:00:00,2.08,-71.03,2.7,0,0,0,-71.62
2025-02-12 16:00:00,3.41,-71.03,0,-0.6,0,0,-71.99
2025-02-13 16:00:00,2.4,-71.03,2.1,0,0,0,-71.71
2025-02-14 16:00:00,2.95,-71.02,5.7,0,0,0,-71.85
2025-02-17 16:00:00,3.65,-71.02,1.8,0,0,0,-72.04
2025-02-18 16:00:00,2.08,-71.03,0,-14.65,57381,-30070.2,-71.62
2025-02-19 16:00:00,3.87,-69.62,2821,0,0,0,-70.75
2025-02-20 16:00:00,4.74,-70.22,0,-1209,0,0,-71.57
2025-02-21 16:00:00,6.21,-70.15,155,0,0,0,-71.9
2025-02-24 16:00:00,6.32,-73,0,-5704,0,0,-74.6
2025-02-25 16:00:00,5.39,-72.4,1202.21,0,50125,-94814.6,-73.81
2025-02-26 16:00:00,6.42,-72.4,0,-0.1,30074.7,0,-74.07
2025-02-27 16:00:00,6.01,-72.4,3.2,0,0,-20051.2,-73.96
2025-02-28 16:00:00,2.87,-72.39,1.7,0,10026.8,0,-73.16
2025-03-03 16:00:00,2.95,-72.39,2.7,0,0,0,-73.18
2025-03-04 16:00:00,3.7,-72.39,1.5,0,0,0,-73.38
2025-03-05 16:00:00,4.32,-72.39,3,0,0,0,-73.53
2025-03-06 16:00:00,6.14,-72.39,0,-2.7,0,0,-73.99
2025-03-07 16:00:00,5.73,-72.39,2.7,0,0,0,-73.89
2025-03-10 16:00:00,5.82,-72.39,2.1,0,0,0,-73.91
2025-03-11 16:00:00,6.09,-72.39,2.1,0,0,0,-73.97
2025-03-12 16:00:00,6.46,-72.39,0.9,0,0,0,-74.07
2025-03-13 16:00:00,5.37,-72.39,4.8,0,0,0,-73.8
2025-03-14 16:00:00,7.21,-72.39,0,-3.6,0,0,-74.25
2025-03-17 16:00:00,7.47,-72.39,0.6,0,0,0,-74.31
2025-03-18 16:00:00,7.91,-72.39,0,-2.4,0,0,-74.41
2025-03-19 16:00:00,7.56,-72.39,4.5,0,0,0,-74.33
2025-03-20 16:00:00,7,-72.38,5.7,0,0,0,-74.19
2025-03-21 16:00:00,4.99,-72.38,9.6,0,0,0,-73.69
2025-03-24 16:00:00,4.4,-72.38,2.4,0,0,0,-73.54
2025-03-25 16:00:00,3.94,-72.38,3.9,0,0,0,-73.43
2025-03-26 16:00:00,4.44,-72.38,0,-4.5,0,0,-73.55
2025-03-27 16:00:00,4.4,-72.38,0,-3.9,0,0,-73.54
2025-03-28 16:00:00,3.45,-72.38,0,-0.6,0,0,-73.3
2025-03-31 16:00:00,2.19,-72.38,2.1,0,0,0,-72.97
2025-04-01 16:00:00,2.52,-72.38,6.3,0,0,0,-73.06
2025-04-02 16:00:00,2.64,-72.37,2.4,0,0,0,-73.08
2025-04-03 16:00:00,1.33,-72.37,1.5,0,0,0,-72.73
2025-04-07 16:00:00,-7.41,-72.38,0,-2.7,0,0,-70.17
2025-04-08 16:00:00,-8.78,-72.37,2.4,0,0,0,-69.71
2025-04-09 16:00:00,-7.49,-72.37,1.5,0,0,0,-70.13
2025-04-10 16:00:00,-5.06,-72.37,0.9,0,0,0,-70.9
2025-04-11 16:00:00,-4.14,-72.37,2.1,0,0,0,-71.18
2025-04-14 16:00:00,-2.94,-72.37,2.1,0,0,0,-71.53
2025-04-15 16:00:00,-3.27,-72.37,2.7,0,0,0,-71.44
2025-04-16 16:00:00,-4.38,-72.37,1.5,0,0,0,-71.1
2025-04-17 16:00:00,-4.3,-72.37,0,-1.2,0,0,-71.13
2025-04-18 16:00:00,-4.09,-72.37,2.1,0,0,0,-71.19
2025-04-21 16:00:00,-2.44,-72.37,0,-0.9,0,0,-71.68
2025-04-22 16:00:00,-2.46,-72.37,1.5,0,0,0,-71.67
2025-04-23 16:00:00,-1.71,-72.37,0,0,0,0,-71.89
2025-04-24 16:00:00,-2.29,-72.37,2.1,0,0,0,-71.72
2025-04-25 16:00:00,-1.84,-72.37,1.8,0,0,0,-71.85
2025-04-28 16:00:00,-2.82,-72.37,0,-0.6,0,0,-71.57
2025-04-29 16:00:00,-2.54,-72.37,0.6,0,0,0,-71.65
2025-04-30 16:00:00,-1.94,-72.36,7.5,0,0,0,-71.81
2025-05-06 16:00:00,0.23,-72.36,0,0,0,0,-72.42
2025-05-07 16:00:00,0.49,-72.36,0.9,0,0,0,-72.49
2025-05-08 16:00:00,1.3,-72.36,1.5,0,0,0,-72.71
2025-05-09 16:00:00,0.49,-72.36,3.6,0,0,0,-72.49
2025-05-12 16:00:00,1.83,-72.36,0.3,0,0,0,-72.86
2025-05-13 16:00:00,1.62,-72.36,1.8,0,0,0,-72.8
2025-05-14 16:00:00,2.08,-72.36,0.6,0,0,0,-72.92
2025-05-15 16:00:00,0.77,-72.36,3.9,0,0,0,-72.57
2025-05-16 16:00:00,1.19,-72.36,1.2,0,0,0,-72.69
2025-05-19 16:00:00,1.58,-72.35,2.4,0,0,0,-72.78
2025-05-20 16:00:00,2.65,-72.35,0,-0.9,0,0,-73.06
2025-05-21 16:00:00,2.73,-72.35,0.6,0,0,0,-73.08
2025-05-22 16:00:00,1.91,-72.35,2.4,0,0,0,-72.87
2025-05-23 16:00:00,1.1,-72.35,2.4,0,0,0,-72.65
2025-05-26 16:00:00,1.31,-72.35,0,-0.3,0,0,-72.71
2025-05-27 16:00:00,1,-72.35,0,-0.3,0,0,-72.62
2025-05-28 16:00:00,0.74,-72.35,1.5,0,0,0,-72.55
2025-05-29 16:00:00,2.12,-72.35,0.6,0,0,0,-72.92
2025-05-30 16:00:00,1.07,-72.35,6.9,0,0,0,-72.64
2025-06-03 16:00:00,1.73,-72.35,0,-1.2,0,0,-72.82
2025-06-04 16:00:00,2.78,-72.35,0.6,0,0,0,-73.1
2025-06-05 16:00:00,3.15,-72.35,0.6,0,0,0,-73.19
2025-06-06 16:00:00,2.92,-72.35,3.6,0,0,0,-73.13
2025-06-09 16:00:00,3.65,-72.35,0,0,0,0,-73.32
2025-06-10 16:00:00,2.91,-72.35,1.5,0,0,0,-73.13
2025-06-11 16:00:00,3.6,-72.35,0,0,0,0,-73.31
2025-06-12 16:00:00,3.64,-72.34,0.9,0,0,0,-73.31
2025-06-13 16:00:00,2.39,-72.34,4.2,0,0,0,-72.99
2025-06-16 16:00:00,2.97,-72.34,0,-0.3,0,0,-73.14
2025-06-17 16:00:00,2.93,-72.34,0.3,0,0,0,-73.13
2025-06-18 16:00:00,3.06,-72.34,4.2,0,0,0,-73.16
2025-06-19 16:00:00,1.77,-72.34,3.9,0,0,0,-72.82
2025-06-20 16:00:00,1.2,-72.34,0.9,0,0,0,-72.67
2025-06-23 16:00:00,2.09,-72.34,0,-1.8,0,0,-72.91
2025-06-24 16:00:00,3.79,-72.35,0,-13.65,54598,-30191.1,-73.36
2025-06-25 16:00:00,4.92,-74.23,0,-3762,0,0,-75.44
2025-06-26 16:00:00,4.53,-74.21,24.76,0,20128.8,-34260.4,-75.33
2025-06-27 16:00:00,4.96,-74.55,0,-663.2,0,0,-75.75
2025-06-30 16:00:00,6.01,-74.21,669.9,0,0,0,-75.67
2025-07-01 16:00:00,6.45,-74.28,0,-131.35,30200.4,-26600,-75.84
2025-07-02 16:00:00,5.76,-74.28,0,-0.4,0,-20134,-75.68
2025-07-03 16:00:00,6.83,-74.28,2,0,10067.4,0,-75.92
2025-07-04 16:00:00,6.48,-74.27,6.6,0,0,0,-75.84
2025-07-07 16:00:00,6.37,-74.27,0,-2.1,0,0,-75.81
2025-07-08 16:00:00,7.65,-74.28,0,-3,0,0,-76.11
2025-07-09 16:00:00,7.55,-74.28,0.3,0,0,0,-76.09
2025-07-10 16:00:00,7.85,-74.27,1.8,0,0,0,-76.14
2025-07-11 16:00:00,8.01,-74.27,1.5,0,0,0,-76.18
2025-07-14 16:00:00,8.36,-74.27,1.8,0,0,0,-76.26
2025-07-15 16:00:00,8.34,-74.28,0,-14.1,50469,-30211.2,-76.26
2025-07-16 16:00:00,8.37,-75.3,0,-2047,0,0,-77.21
2025-07-17 16:00:00,9.76,-75.28,50,0,0,0,-77.48
2025-07-18 16:00:00,10.1,-75.63,0,-712,0,0,-77.87
2025-07-21 16:00:00,11.41,-75.52,236,0,0,0,-78.03
2025-07-22 16:00:00,11.9,-75.85,0,-665.29,40287.6,-77608.7,-78.42
2025-07-23 16:00:00,11.35,-75.85,1.2,0,20144.6,0,-78.31
2025-07-24 16:00:00,12.56,-75.85,2.1,0,0,-10073.3,-78.54
2025-07-25 16:00:00,12.73,-75.85,2.4,0,0,0,-78.58
2025-07-28 16:00:00,13.24,-75.85,0.6,0,0,0,-78.67
2025-07-29 16:00:00,13.43,-75.85,0,-1,0,0,-78.71
2025-07-30 16:00:00,12.89,-75.85,1.2,0,0,0,-78.61
2025-07-31 16:00:00,11.31,-75.84,5,0,0,0,-78.29
2025-08-01 16:00:00,11.36,-75.84,4.8,0,0,0,-78.3
2025-08-04 16:00:00,12.03,-75.84,0,-4,0,0,-78.43
2025-08-05 16:00:00,12.93,-75.84,0,-2.2,0,0,-78.61
2025-08-06 16:00:00,13.69,-75.84,0.2,0,0,0,-78.75
2025-08-07 16:00:00,13.76,-75.84,1.6,0,0,0,-78.76
2025-08-08 16:00:00,13.72,-75.84,0.8,0,0,0,-78.75
2025-08-11 16:00:00,15.15,-75.84,0,-1.2,0,0,-79.02
2025-08-12 16:00:00,15.4,-75.85,0,-11.44,47355,-20155.2,-79.07
2025-08-13 16:00:00,16.68,-76.16,0,-627,0,0,-79.57
2025-08-14 16:00:00,15.52,-77.85,0,-3366,0,0,-80.83
2025-08-15 16:00:00,17.18,-78.04,0,-383.69,40320,-73272,-81.26
2025-08-18 16:00:00,18.92,-78.04,0.4,0,20159.8,0,-81.53
2025-08-19 16:00:00,19.11,-78.04,0.5,0,0,-10079.8,-81.56
2025-08-20 16:00:00,20.53,-78.04,2.4,0,0,0,-81.78
2025-08-21 16:00:00,20.44,-78.03,5.6,0,0,0,-81.76
2025-08-22 16:00:00,21.77,-78.03,0,-2.4,0,0,-81.96
2025-08-25 16:00:00,23.44,-78.03,0,-1.2,0,0,-82.2
2025-08-26 16:00:00,24.66,-78.03,0.6,0,0,0,-82.38
2025-08-27 16:00:00,22.48,-78.03,1.4,0,0,0,-82.06
2025-08-28 16:00:00,24.26,-78.03,4.4,0,0,0,-82.32
2025-08-29 16:00:00,24.59,-78.03,5,0,0,0,-82.37
2025-09-01 16:00:00,25.05,-78.03,3.6,0,0,0,-82.43
2025-09-02 16:00:00,22.59,-78.02,4.4,0,0,0,-82.07
2025-09-03 16:00:00,20.67,-78.03,0,-6.6,0,0,-81.79
2025-09-04 16:00:00,18.57,-78.03,0,-3.8,0,0,-81.47
2025-09-05 16:00:00,21.8,-78.03,0,-3.6,0,0,-81.96
2025-09-08 16:00:00,23.68,-78.03,1.6,0,0,0,-82.24
2025-09-09 16:00:00,22.64,-78.03,0.6,0,0,0,-82.09
2025-09-10 16:00:00,22.99,-78.03,0.8,0,0,0,-82.14
2025-09-11 16:00:00,25.88,-78.03,0.6,0,0,0,-82.55
2025-09-12 16:00:00,25.55,-78.03,1.8,0,0,0,-82.5
2025-09-15 16:00:00,25.93,-78.03,0.8,0,0,0,-82.55
2025-09-16 16:00:00,26.85,-78.03,0,-1.6,0,0,-82.68
2025-09-17 16:00:00,27.62,-78.03,2,0,0,0,-82.78
2025-09-18 16:00:00,26.76,-78.03,5,0,0,0,-82.67
2025-09-19 16:00:00,26.44,-78.03,0.8,0,0,0,-82.62
2025-09-22 16:00:00,27.64,-78.03,0,-0.8,0,0,-82.79
2025-09-23 16:00:00,26.87,-78.02,2.6,0,0,0,-82.68
2025-09-24 16:00:00,28.82,-78.03,0,-3.6,0,0,-82.95
2025-09-25 16:00:00,28.77,-78.03,0.6,0,0,0,-82.94
2025-09-26 16:00:00,26.8,-78.02,3,0,0,0,-82.67
2025-09-29 16:00:00,28.53,-78.02,0.6,0,0,0,-82.9
2025-09-30 16:00:00,29.01,-78.02,10.4,0,0,0,-82.96
2025-10-09 16:00:00,30.9,-78.02,0,-6.4,0,0,-83.21
2025-10-10 16:00:00,28.82,-78.02,4.8,0,0,0,-82.94
2025-10-13 16:00:00,27.57,-78.02,0,-0.6,0,0,-82.77
2025-10-14 16:00:00,25.27,-78.02,2.2,0,0,0,-82.45
2025-10-15 16:00:00,27.31,-78.02,0,-1.2,0,0,-82.74
2025-10-16 16:00:00,26.35,-78.02,3.4,0,0,0,-82.6
2025-10-17 16:00:00,22.95,-78.02,4.4,0,0,0,-82.12
2025-10-20 16:00:00,23.87,-78.01,4,0,0,0,-82.25
2025-10-21 16:00:00,26.05,-78.02,0,-6.6,0,0,-82.56
2025-10-22 16:00:00,25.56,-78.02,1.4,0,0,0,-82.49
2025-10-23 16:00:00,25.66,-78.02,0,-1,0,0,-82.51
2025-10-24 16:00:00,27.25,-78.02,1.8,0,0,0,-82.73
2025-10-27 16:00:00,28.72,-78.02,0,-0.8,0,0,-82.92
2025-10-28 16:00:00,28.43,-78.02,0.4,0,0,0,-82.89
2025-10-29 16:00:00,29.98,-78.02,0.6,0,0,0,-83.09
2025-10-30 16:00:00,28.45,-78.01,5.8,0,0,0,-82.88
2025-10-31 16:00:00,28.06,-78.01,0,-3,0,0,-82.83
2025-11-03 16:00:00,28.62,-78.01,0.4,0,0,0,-82.9
2025-11-04 16:00:00,26.97,-78.01,3,0,0,0,-82.68
2025-11-05 16:00:00,27.24,-78.01,1,0,0,0,-82.72
2025-11-06 16:00:00,28.83,-78.01,1.6,0,0,0,-82.93
2025-11-07 16:00:00,28.5,-78.01,0.4,0,0,0,-82.89
2025-11-10 16:00:00,28.99,-78.01,0,-1.2,0,0,-82.95
2025-11-11 16:00:00,28.36,-78.01,1.2,0,0,0,-82.87
2025-11-12 16:00:00,27.75,-78.01,0.2,0,0,0,-82.79
2025-11-13 16:00:00,29.47,-78.01,1.4,0,0,0,-83.02
2025-11-14 16:00:00,27.86,-78.01,1.8,0,0,0,-82.8
2025-11-17 16:00:00,27.69,-78.01,0,-0.2,0,0,-82.78
2025-11-18 16:00:00,26.67,-78.01,0,-10.39,42343,-20215,-82.64
2025-11-19 16:00:00,25.87,-78.57,0,-1104,0,0,-82.97
2025-11-20 16:00:00,24.87,-78.13,874,0,0,0,-82.49
2025-11-21 16:00:00,20.6,-78.93,0,-1610,0,0,-82.53
2025-11-24 16:00:00,21.56,-79.27,0,-667,0,0,-82.95
2025-11-25 16:00:00,23.49,-78.79,960.94,0,40440.4,-71178,-82.82
2025-11-26 16:00:00,23.83,-78.79,0.3,0,20221.4,0,-82.87
2025-11-27 16:00:00,23.54,-78.79,0,-0.1,0,-10110.8,-82.83
2025-11-28 16:00:00,24.81,-78.79,1.6,0,0,0,-83.01
2025-12-01 16:00:00,26.18,-78.79,0.6,0,0,0,-83.19
2025-12-02 16:00:00,25.28,-78.78,3.6,0,0,0,-83.06
2025-12-03 16:00:00,24.36,-78.78,2.2,0,0,0,-82.94
2025-12-04 16:00:00,24.29,-78.79,0,-2.8,0,0,-82.94
2025-12-05 16:00:00,25.41,-78.79,0.4,0,0,0,-83.09
2025-12-08 16:00:00,26.58,-78.79,0,-0.2,0,0,-83.24
2025-12-09 16:00:00,25.97,-78.78,0.8,0,0,0,-83.15
2025-12-10 16:00:00,26.36,-78.78,1,0,0,0,-83.21
2025-12-11 16:00:00,24.56,-78.78,2.2,0,0,0,-82.96
2025-12-12 16:00:00,25.28,-78.78,0,-1.4,0,0,-83.06
2025-12-15 16:00:00,24.42,-78.78,1,0,0,0,-82.94
2025-12-16 16:00:00,22.73,-78.78,2.6,0,0,0,-82.71
2025-12-17 16:00:00,24.71,-78.78,0,-1.4,0,0,-82.98
2025-12-18 16:00:00,24.04,-78.78,1.8,0,0,0,-82.89
2025-12-19 16:00:00,25.46,-78.78,0.8,0,0,0,-83.09
2025-12-22 16:00:00,27.02,-78.78,0,0,0,0,-83.29
2025-12-23 16:00:00,27.08,-78.78,1.2,0,0,0,-83.3
2025-12-24 16:00:00,28.55,-78.78,0.2,0,0,0,-83.49
2025-12-25 16:00:00,29.46,-78.78,0.2,0,0,0,-83.61
2025-12-26 16:00:00,29.96,-78.78,1.8,0,0,0,-83.67
2025-12-29 16:00:00,29.75,-78.78,1.6,0,0,0,-83.65
2025-12-30 16:00:00,30.11,-78.79,0,-16.2,41439,-20237.8,-83.7
2025-12-31 16:00:00,29.71,-80.46,0,-3353,0,0,-84.94
2026-01-05 16:00:00,31.97,-80.09,746.11,0,0,-38886,-84.91
2026-01-06 16:00:00,34.12,-80.09,0,-0.3,30014.7,0,-85.16
2026-01-07 16:00:00,34.35,-80.09,4.8,0,0,0,-85.18
2026-01-08 16:00:00,34.6,-80.09,1.2,0,0,0,-85.21
2026-01-09 16:00:00,36.33,-80.09,1.8,0,0,0,-85.4
2026-01-12 16:00:00,38.71,-80.09,0,-0.6,0,0,-85.65
2026-01-13 16:00:00,37.08,-80.09,1.6,0,0,-20014.8,-85.48
2026-01-14 16:00:00,37.53,-80.09,0.4,0,0,0,-85.52
2026-01-15 16:00:00,37.69,-80.09,1.9,0,0,0,-85.54
2026-01-16 16:00:00,37.39,-80.08,2.1,0,0,0,-85.5
2026-01-19 16:00:00,38.52,-80.08,0,-0.6,0,0,-85.62
2026-01-20 16:00:00,37.47,-80.08,0.8,0,10010.8,0,-85.51
2026-01-21 16:00:00,38.55,-80.09,0,-2.4,0,0,-85.63
2026-01-22 16:00:00,39.52,-80.08,1.4,0,0,0,-85.72
2026-01-23 16:00:00,40.96,-80.08,1.2,0,0,0,-85.87
2026-01-26 16:00:00,39.07,-80.08,1.4,0,0,0,-85.68
2026-01-27 16:00:00,38.82,-80.08,1,0,0,0,-85.65
2026-01-28 16:00:00,38.95,-80.08,0,-0.4,0,0,-85.66
2026-01-29 16:00:00,37.77,-80.08,0,-0.2,0,0,-85.54
2026-01-30 16:00:00,36.42,-80.08,1.6,0,0,0,-85.4
2026-02-02 16:00:00,33.28,-80.08,4.2,0,0,0,-85.05
2026-02-03 16:00:00,36.35,-80.09,0,-12.64,38575,-20028.6,-85.4
2026-02-04 16:00:00,36.9,-80.07,25,0,0,0,-85.44
2026-02-05 16:00:00,35.32,-82,0,-3850,0,0,-86.7
2026-02-06 16:00:00,35.93,-83.27,0,-2539.71,30049.2,-52282.8,-87.69
2026-02-09 16:00:00,38.11,-83.27,0,-1,10016,0,-87.89
2026-02-10 16:00:00,38.48,-83.27,1.2,0,0,0,-87.92
2026-02-11 16:00:00,38.23,-83.27,2,0,0,0,-87.9
2026-02-12 16:00:00,38.52,-83.27,2.2,0,0,0,-87.92
2026-02-13 16:00:00,37.22,-83.26,6.6,0,0,0,-87.8
